prompt,hypothesis,prompt_aligned,prompt_aligned_rev,hypothesis_rev,reference,prompts_plus_orth,prompts_plus_hypo,id,conf_mat_val
hoofdpijn,**ogtpijn,hoofdpijn,hoofdpijn,*o*gtpijn,CORRECTLY_READ,0,1,S03C032V2_2LG,FP
regen,regen,regen,regen,regen,CORRECTLY_READ,0,0,S03C032V2_2LG,TN
vliegtuig,vliegtuig,vliegtuig,vliegtuig,vliegtuig,CORRECTLY_READ,0,0,S03C032V2_2LG,TN
stoppen,stoppen,stoppen,stoppen,stoppen,CORRECTLY_READ,0,0,S03C032V2_2LG,TN
opnieuw,op neeuw,op*nieuw,op*nieuw,op neeuw,CORRECTLY_READ,0,1,S03C032V2_2LG,FP
gooien,gooien,gooien,gooien,gooien,CORRECTLY_READ,0,0,S03C032V2_2LG,TN
schreeuwen,s**neeuwen,schreeuwen,schreeuwen,sn**eeuwen,CORRECTLY_READ,0,1,S03C032V2_2LG,FP
moeder,mo*der,moeder,moeder,mo*der,CORRECTLY_READ,0,1,S03C032V2_2LG,FP
liedje,lietje,liedje,liedje,lietje,CORRECTLY_READ,0,1,S03C032V2_2LG,FP
potlood,potlood,potlood,potlood,potlood,CORRECTLY_READ,0,0,S03C032V2_2LG,TN
fietsbel,vi**sbil,fietsbel,fietsbel,vi**sbil,CORRECTLY_READ,0,1,S03C032V2_2LG,FP
vinger,vinger,vinger,vinger,vinger,CORRECTLY_READ,0,0,S03C032V2_2LG,TN
dichtbij,d**hs bij,dicht*bij,dicht*bij,d**hs bij,CORRECTLY_READ,0,1,S03C032V2_2LG,FP
meisje,meisje,meisje,meisje,meisje,CORRECTLY_READ,0,0,S03C032V2_2LG,TN
chauffeur,*ga*l we*r,chauf*feur,chauf*feur,g*a*l we*r,g/10/6,1,1,S03C032V2_2LG,TP
muziek,muziek,muziek,muziek,muziek,CORRECTLY_READ,0,0,S03C032V2_2LG,TN
waarom,waarom,waarom,waarom,waarom,CORRECTLY_READ,0,0,S03C032V2_2LG,TN
scheuren,sch*u*in,scheuren,scheuren,sch*u*in,CORRECTLY_READ,0,1,S03C032V2_2LG,FP
lawaai,lawaai,lawaai,lawaai,lawaai,CORRECTLY_READ,0,0,S03C032V2_2LG,TN
zwemmen,swimmen,zwemmen,zwemmen,swimmen,CORRECTLY_READ,0,1,S03C032V2_2LG,FP
vuurwerk,veurwerk,vuurwerk,vuurwerk,veurwerk,CORRECTLY_READ,0,1,S03C032V2_2LG,FP
appel,a*pel,appel,appel,ap*el,CORRECTLY_READ,0,1,S03C032V2_2LG,FP
cola,cola,cola,cola,cola,CORRECTLY_READ,0,0,S03C032V2_2LG,TN
kussen,kussen,kussen,kussen,kussen,CORRECTLY_READ,0,0,S03C032V2_2LG,TN
eerste,eerst*,eerste,eerste,eerst*,CORRECTLY_READ,0,1,S03C032V2_2LG,FP
circus,sitkus,circus,circus,sitkus,CORRECTLY_READ,0,1,S03C032V2_2LG,FP
kleuren,kleuren,kleuren,kleuren,kleuren,CORRECTLY_READ,0,0,S03C032V2_2LG,TN
voetbal,woord bel,voet**bal,voe*t*bal,woord bel,CORRECTLY_READ,0,1,S03C032V2_2LG,FP
vlinder,vleemdar,vli*nder,vl*inder,vleemdar,CORRECTLY_READ,0,1,S03C032V2_2LG,FP
omdraaien,omdraaien,omdraaien,omdraaien,omdraaien,CORRECTLY_READ,0,0,S03C032V2_3+4LG,TN
poppenwagen,poppemwagen,poppenwagen,poppenwagen,poppemwagen,CORRECTLY_READ,0,1,S03C032V2_3+4LG,FP
konijnenhok,conijnen hok,konijnen*hok,konijnen*hok,conijnen hok,CORRECTLY_READ,0,1,S03C032V2_3+4LG,FP
elastiekje,enlastwee k*ee,e*last*ie*kje*,e*last*ie*k*je,enlastwee ke*e,CORRECTLY_READ,0,1,S03C032V2_3+4LG,FP
ruziemaken,reuz*e maken,r*uzie*maken,r*uzie*maken,reuz*e maken,CORRECTLY_READ,0,1,S03C032V2_3+4LG,FP
teddybeer,deddi beer,teddy*beer,teddy*beer,deddi beer,CORRECTLY_READ,0,1,S03C032V2_3+4LG,FP
dierentuin,dieren tuin,dieren*tuin,dieren*tuin,dieren tuin,CORRECTLY_READ,0,1,S03C032V2_3+4LG,FP
paddenstoelen,baddenstoel**,paddenstoelen,paddenstoelen,baddenstoel**,e/25,1,1,S03C032V2_3+4LG,TP
verstoppetje,verstopperdje,verstoppet*je,verstoppe*tje,verstopperdje,CORRECTLY_READ,0,1,S03C032V2_3+4LG,FP
wasmachine,meshwasmachine,****wasmachine,****wasmachine,meshwasmachine,CORRECTLY_READ,0,0,S03C032V2_3+4LG,TN
fototoestel,vortoro*stelv,fo*totoestel*,fo*totoestel*****,vortoro*stelv dov,CORRECTLY_READ,0,1,S03C032V2_3+4LG,FP
toiletpapier,dov toilet papier,****toilet*papier,toilet*papier,toilet papier,CORRECTLY_READ,0,1,S03C032V2_3+4LG,FP
vrachtwagen,vrachtwagen,vrachtwagen,vrachtwagen,vrachtwagen,CORRECTLY_READ,0,0,S03C032V2_3+4LG,TN
buurmannen,k*urmannen,buurmannen,buurmannen*****,ku*rmannen voch,CORRECTLY_READ,0,1,S03C032V2_3+4LG,FP
vogelkooi,voch vohel k*oi,vog*****el*kooi,vogel*kooi,vohel ko*i,CORRECTLY_READ,0,1,S03C032V2_3+4LG,FP
olifant,olifant,olifant,olifant,olifant,CORRECTLY_READ,0,0,S03C032V2_3+4LG,TN
schommelen,schombilden,schommel*en,schommel*en,schombilden,CORRECTLY_READ,0,1,S03C032V2_3+4LG,FP
iedereen,*ederien,iedereen,iedereen,*ederien,CORRECTLY_READ,0,1,S03C032V2_3+4LG,FP
schoenenwinkel,schoon in winkel,schoen*en*winkel,schoen*en*winkel,schoon in winkel,CORRECTLY_READ,0,1,S03C032V2_3+4LG,FP
knutselen,knutselen,knutselen,knutselen,knutselen,CORRECTLY_READ,0,0,S03C032V2_3+4LG,TN
ophangen,ophangen,ophangen,ophangen,ophangen,CORRECTLY_READ,0,0,S03C032V2_3+4LG,TN
verjaardag,verjaardag,verjaardag,verjaardag,verjaardag,CORRECTLY_READ,0,0,S03C032V2_3+4LG,TN
sprookjesboek,sp**orkesbook,sprookjesboek,sp*rookjesboek,spor**k*esbook,21,1,1,S03C032V2_3+4LG,TP
tandenborstel,tanden borstel,tanden*borstel,tanden*borstel,tanden borstel,CORRECTLY_READ,0,1,S03C032V2_3+4LG,FP
lucifer,lucifer,lucifer,lucifer,lucifer,CORRECTLY_READ,0,0,S03C032V2_3+4LG,TN
slaapkamer,slaapkamer,slaapkamer,slaapkamer,slaapkamer,CORRECTLY_READ,0,0,S03C032V2_3+4LG,TN
achterdeur,echterdeur,achterdeur,achterdeur,echterdeur,CORRECTLY_READ,0,1,S03C032V2_3+4LG,FP
ziekenhuis,ziekinhuis,ziekenhuis,ziekenhuis,ziekinhuis,CORRECTLY_READ,0,1,S03C032V2_3+4LG,FP
nieuwsgierig,nieuwsgierig,nieuwsgierig,nieuwsgierig,nieuwsgierig,CORRECTLY_READ,0,0,S03C032V2_3+4LG,TN
afblijven,afblijven,afblijven,afblijven,afblijven,CORRECTLY_READ,0,0,S03C032V2_3+4LG,TN
kabouter,*arbouter,ka*bouter,ka*bouter,*arbouter,CORRECTLY_READ,0,1,S03C032V2_3+4LG,FP
washandje,was*entje,washandje,washandje,was*entje,CORRECTLY_READ,0,1,S03C032V2_3+4LG,FP
sneeuwwitje,sneeuwwoetje,sneeuwwi*tje,sneeuww*itje,sneeuwwoetje,CORRECTLY_READ,0,1,S03C032V2_3+4LG,FP
goeiendag,ggooien deg,g*oeien*dag,*goeien*dag,ggooien deg,CORRECTLY_READ,0,1,S03C032V2_3+4LG,FP
vakantie,vakantie,vakantie,vakantie****,vakantie lon,CORRECTLY_READ,0,0,S03C032V2_3+4LG,TN
limonade,lon limonade,l****imonade,limonade,limonade,CORRECTLY_READ,0,0,S03C032V2_3+4LG,TN
autorijden,autorei*den,autor*ijden,autor*ijden,autorei*den,CORRECTLY_READ,0,1,S03C032V2_3+4LG,FP
eindelijk,eindelijk,eindelijk,eindelijk,eindelijk,CORRECTLY_READ,0,0,S03C032V2_3+4LG,TN
familie,familie,familie,familie,familie,CORRECTLY_READ,0,0,S03C032V2_3+4LG,TN
chocolade,chocolade,chocolade,chocolade,chocolade,CORRECTLY_READ,0,0,S03C032V2_3+4LG,TN
klas,klas,klas,klas,klas,CORRECTLY_READ,0,0,S03C033M2_1LG,TN
mooi,mooi,mooi,mooi,mooi,CORRECTLY_READ,0,0,S03C033M2_1LG,TN
koe,koel,koe*,koe*,koel,CORRECTLY_READ,0,0,S03C033M2_1LG,TN
arm,arm,arm,arm,arm,CORRECTLY_READ,0,0,S03C033M2_1LG,TN
groei,*grooi,groei,groei,*grooi,CORRECTLY_READ,0,1,S03C033M2_1LG,FP
strand,strapt,strand,strand,strapt,g/23,1,1,S03C033M2_1LG,TP
bed,bed,bed,bed,bed,CORRECTLY_READ,0,0,S03C033M2_1LG,TN
eerst,eerst,eerst,eerst,eerst,CORRECTLY_READ,0,0,S03C033M2_1LG,TN
voor,voor,voor,voor,voor,CORRECTLY_READ,0,0,S03C033M2_1LG,TN
draai,draai,draai,draai,draai,CORRECTLY_READ,0,0,S03C033M2_1LG,TN
sjaal,schaal,sj*aal,s*jaal****,schaal hij,CORRECTLY_READ,0,1,S03C033M2_1LG,FP
herfst,hij herfst,h****erfst,herfst,herfst,CORRECTLY_READ,0,0,S03C033M2_1LG,TN
duur,tuur,duur,duur,tuur,CORRECTLY_READ,0,1,S03C033M2_1LG,FP
straat,straat,straat,straat,straat,CORRECTLY_READ,0,0,S03C033M2_1LG,TN
leeuw,leeuw,leeuw,leeuw,leeuw,CORRECTLY_READ,0,0,S03C033M2_1LG,TN
clown,plauwn,clo*wn,cl*own,plauwn,CORRECTLY_READ,0,1,S03C033M2_1LG,FP
hoek,*oek,hoek,hoek,*oek,CORRECTLY_READ,0,1,S03C033M2_1LG,FP
krant,grabbend,kra***nt,kra***n**t**,grabbend hoe,CORRECTLY_READ,0,1,S03C033M2_1LG,FP
hout,hoe hout,ho****ut,hout,hout,CORRECTLY_READ,0,0,S03C033M2_1LG,TN
vriend,vreemd,vriend,vriend,vreemd,CORRECTLY_READ,0,1,S03C033M2_1LG,FP
gauw,gauw,gauw,gauw,gauw,CORRECTLY_READ,0,0,S03C033M2_1LG,TN
chips,c*ips,chips,chips,c*ips,CORRECTLY_READ,0,1,S03C033M2_1LG,FP
groen,groot,groen,groen,groot,CORRECTLY_READ,0,1,S03C033M2_1LG,FP
feest,feest,feest,feest,feest,CORRECTLY_READ,0,0,S03C033M2_1LG,TN
reis,he*s,reis,reis,he*s,CORRECTLY_READ,0,1,S03C033M2_1LG,FP
jas,jas,jas,jas,jas,CORRECTLY_READ,0,0,S03C033M2_1LG,TN
huis,huis,huis,huis,huis,CORRECTLY_READ,0,0,S03C033M2_1LG,TN
paard,paart,paard,paard,paart,CORRECTLY_READ,0,1,S03C033M2_1LG,FP
vijf,vijf,vijf,vijf,vijf,CORRECTLY_READ,0,0,S03C033M2_1LG,TN
muts,mits,muts,muts,mits,CORRECTLY_READ,0,1,S03C033M2_1LG,FP
nieuw,m*e**,nieuw,nieuw,m*e**,CORRECTLY_READ,0,1,S03C033M2_1LG,FP
kind,*in*,kind,kind,*in*,CORRECTLY_READ,0,1,S03C033M2_1LG,FP
bang,ben*,bang,bang,ben*,CORRECTLY_READ,0,1,S03C033M2_1LG,FP
oog,oor,oog,oog,oor,CORRECTLY_READ,0,1,S03C033M2_1LG,FP
zacht,ze*gt,zacht,zacht,zeg*t,CORRECTLY_READ,0,1,S03C033M2_1LG,FP
schoen,schoen,schoen,schoen,schoen,CORRECTLY_READ,0,0,S03C033M2_1LG,TN
plas,*plas,plas,plas,*plas,CORRECTLY_READ,0,0,S03C033M2_1LG,TN
neus,nie is,n*e*us,n*e*us,nie is,CORRECTLY_READ,0,1,S03C033M2_1LG,FP
knoop,*no op,kno*op,kno*op,*no op,CORRECTLY_READ,0,1,S03C033M2_1LG,FP
plank,flenk,plank,plank,flenk,CORRECTLY_READ,0,1,S03C033M2_1LG,FP
water,wader,water,water,wader,CORRECTLY_READ,0,1,S03C033M2_2LG,FP
mevrouw,devrouw,mevrouw,mevrouw,devrouw,CORRECTLY_READ,0,1,S03C033M2_2LG,FP
drogen,drogen,drogen,drogen,drogen,CORRECTLY_READ,0,0,S03C033M2_2LG,TN
winkel,wei*ko*,w*inkel,w*inkel,wei*ko*,CORRECTLY_READ,0,1,S03C033M2_2LG,FP
auto,auto,auto,auto,auto,CORRECTLY_READ,0,0,S03C033M2_2LG,TN
schouder,s*k*elders,schou*der*,sc*houder*,skel**ders,CORRECTLY_READ,0,1,S03C033M2_2LG,FP
verhaal,verhaal,verhaal,verhaal,verhaal,CORRECTLY_READ,0,0,S03C033M2_2LG,TN
koning,codi**,koning,koning,codi**,g/23,1,1,S03C033M2_2LG,TP
moeilijk,moeilijk,moeilijk,moeilijk,moeilijk,CORRECTLY_READ,0,0,S03C033M2_2LG,TN
speelplaats,us k weer plaats,*s*p**eel*plaats,*s***peel*plaats,us k weer plaats,CORRECTLY_READ,0,1,S03C033M2_2LG,FP
drinken,drinkkip,drink*en,drin*ken,drinkkip,CORRECTLY_READ,0,1,S03C033M2_2LG,FP
hoofdpijn,hoofdpijp,hoofdpijn,hoofdpijn,hoofdpijp,CORRECTLY_READ,0,1,S03C033M2_2LG,FP
regen,ringip,re*gen,re*gen,ringip,CORRECTLY_READ,0,1,S03C033M2_2LG,FP
vliegtuig,vliegtuig,vliegtuig,vliegtuig,vliegtuig,CORRECTLY_READ,0,0,S03C033M2_2LG,TN
stoppen,stopphet,stopp*en,stopp*en,stopphet,CORRECTLY_READ,0,1,S03C033M2_2LG,FP
opnieuw,opnieuw,opnieuw,opnieuw******,opnieuw groen,CORRECTLY_READ,0,0,S03C033M2_2LG,TN
gooien,groen gooien,g*o****o*ien,gooien,gooien,CORRECTLY_READ,0,0,S03C033M2_2LG,TN
schreeuwen,s** d*e*ve*,sch*reeuwen,s*chreeuwen,s d**e**ve*,c,1,1,S03C033M2_2LG,TP
moeder,moeder,moeder,moeder,moeder,CORRECTLY_READ,0,0,S03C033M2_2LG,TN
liedje,leedje,liedje,liedje,leedje,CORRECTLY_READ,0,1,S03C033M2_2LG,FP
potlood,potlood,potlood,potlood,potlood,CORRECTLY_READ,0,0,S03C033M2_2LG,TN
fietsbel,fiets bil,fiets*bel,fiets*bel,fiets bil,CORRECTLY_READ,0,1,S03C033M2_2LG,FP
vinger,fidler,vinger,vinger,fidler,CORRECTLY_READ,0,1,S03C033M2_2LG,FP
dichtbij,kri*hk bib,d*icht*bij,*dicht*bi******j*,kri*hk bibase sca,CORRECTLY_READ,0,1,S03C033M2_2LG,FP
meisje,*ase* sca,*mei*sje,*meisje**,chauffeur,CORRECTLY_READ,0,1,S03C033M2_2LG,FP
chauffeur,chauffeur,chauffeur,chauffeur,chauffeur,CORRECTLY_READ,0,0,S03C033M2_2LG,TN
muziek,chauffeur wiezek,m**uz******ie**k,m*uziek,wiez*ek,CORRECTLY_READ,0,1,S03C033M2_2LG,FP
waarom,waarom,waarom,waarom,waarom,CORRECTLY_READ,0,0,S03C033M2_2LG,TN
scheuren,*****ren,scheuren,scheuren,*****ren,CORRECTLY_READ,0,1,S03C033M2_2LG,FP
lawaai,lawaai,lawaai,lawaai,lawaai,CORRECTLY_READ,0,0,S03C033M2_2LG,TN
zwemmen,*ve*mek,zwemmen,zwemmen,v*em*ek,CORRECTLY_READ,0,1,S03C033M2_2LG,FP
vuurwerk,vuurwerk,vuurwerk,vuurwerk,vuurwerk,CORRECTLY_READ,0,0,S03C033M2_2LG,TN
appel,a*pol,appel,appel,ap*ol,CORRECTLY_READ,0,1,S03C033M2_2LG,FP
cola,cola,cola,cola,cola,CORRECTLY_READ,0,0,S03C033M2_2LG,TN
kussen,kusfe*,kussen,kussen,kusfe*,c/14,1,1,S03C033M2_2LG,TP
eerste,eerste,eerste,eerste,eerste,CORRECTLY_READ,0,0,S03C033M2_2LG,TN
circus,kcircus,*circus,*circus,kcircus,CORRECTLY_READ,0,0,S03C033M2_2LG,TN
kleuren,kleuren,kleuren,kleuren,kleuren,CORRECTLY_READ,0,0,S03C033M2_2LG,TN
voetbal,voetbal,voetbal,voetbal,voetbal,CORRECTLY_READ,0,0,S03C033M2_2LG,TN
vlinder,*vleemde*,vli*nder,vl*inder,*vleemde*,CORRECTLY_READ,0,1,S03C033M2_2LG,FP
omdraaien,ofdr**egen,omdraai*en,omdra*aien,ofdreg**en,CORRECTLY_READ,0,1,S03C033M2_3+4LG,FP
poppenwagen,ko*penwagen,poppenwagen,poppenwagen,kop*enwagen,CORRECTLY_READ,0,1,S03C033M2_3+4LG,FP
konijnenhok,konins kningen komijnen rok,koni***************jnen*hok,ko***********n****ijnen*hok,konins kningen komijnen rok,CORRECTLY_READ,0,1,S03C033M2_3+4LG,FP
elastiekje,en was diek hier,el**as*tiek*j*e*,e**las*tiek*j*e*,en was diek hier,CORRECTLY_READ,0,1,S03C033M2_3+4LG,FP
ruziemaken,ruzie maken,ruzie*maken,ruzie*maken,ruzie maken,CORRECTLY_READ,0,1,S03C033M2_3+4LG,FP
teddybeer,tetnie beer,teddy**beer,tedd*y*beer,tetnie beer,CORRECTLY_READ,0,1,S03C033M2_3+4LG,FP
dierentuin,dieren tuin,dieren*tuin,dieren*tuin,dieren tuin,CORRECTLY_READ,0,1,S03C033M2_3+4LG,FP
paddenstoelen,paddenstoelen,paddenstoelen,paddenstoelen,paddenstoelen,CORRECTLY_READ,0,0,S03C033M2_3+4LG,TN
verstoppetje,voor stoppertje,ve*r*stoppe*tje,v*er*stoppe*tje,voor stoppertje,CORRECTLY_READ,0,1,S03C033M2_3+4LG,FP
wasmachine,was machile,was*machine,w************asmachine,was machile masmachile,14,1,1,S03C033M2_3+4LG,TP
fototoestel,masmachile fotostoestel,***********foto*toestel,foto*toestel,fotostoestel,35,1,1,S03C033M2_3+4LG,TP
toiletpapier,t*wal met papier,to*il**et*papier,t*oil**et*papier,twa*l met papier,CORRECTLY_READ,0,1,S03C033M2_3+4LG,FP
vrachtwagen,vrachtwagen,vrachtwagen,vrachtwagen,vrachtwagen,CORRECTLY_READ,0,0,S03C033M2_3+4LG,TN
buurmannen,veerma**en,buurmannen,buurmannen,veerma**en,CORRECTLY_READ,0,1,S03C033M2_3+4LG,FP
vogelkooi,vogelkooi,vogelkooi,vogelkooi,vogelkooi,CORRECTLY_READ,0,0,S03C033M2_3+4LG,TN
olifant,oliefand,oli*fant,oli*fant,oliefand,CORRECTLY_READ,0,1,S03C033M2_3+4LG,FP
schommelen,scho*melgen,schommel*en,schommel*en,schom*elgen,CORRECTLY_READ,0,1,S03C033M2_3+4LG,FP
iedereen,iedereen,iedereen,ieder********e*en,iedereen schoenen,CORRECTLY_READ,0,0,S03C033M2_3+4LG,TN
schoenenwinkel,schoenen schoenenwinkel,schoenen*********winkel,schoenenwinkel,schoenenwinkel,CORRECTLY_READ,0,0,S03C033M2_3+4LG,TN
knutselen,knitsolden,knutsel*en,knutsel*en,knitsolden,CORRECTLY_READ,0,1,S03C033M2_3+4LG,FP
ophangen,oprellen,ophangen,ophangen,oprellen,CORRECTLY_READ,0,1,S03C033M2_3+4LG,FP
verjaardag,v*re j*arenweg,ver**jaar*d*ag,v*e*rja*ardag,vre *jarenweg,g/38,1,1,S03C033M2_3+4LG,TP
sprookjesboek,sprookjes book,sprookjes*boek,sprookjes*boek,sprookjes book,CORRECTLY_READ,0,1,S03C033M2_3+4LG,FP
tandenborstel,dan den worstel,tan*den*borstel,tan*den*borstel,dan den worstel,CORRECTLY_READ,0,1,S03C033M2_3+4LG,FP
lucifer,**ge*en r,lucife**r,lucif*er,ge*en *r,CORRECTLY_READ,0,1,S03C033M2_3+4LG,FP
slaapkamer,slaapkamer,slaapkamer,slaapkamer,slaapkamer,CORRECTLY_READ,0,0,S03C033M2_3+4LG,TN
achterdeur,achterdeur,achterdeur,achterdeur,achterdeur,CORRECTLY_READ,0,0,S03C033M2_3+4LG,TN
ziekenhuis,vi*kerhuis,ziekenhuis,ziekenhui**s****,vi*kerhuis s niw,CORRECTLY_READ,0,1,S03C033M2_3+4LG,FP
nieuwsgierig,s niw nieuws gieren,**ni****euws*gierig,nieuws*gierig,nieuws gieren,c/17,1,1,S03C033M2_3+4LG,TP
afblijven,afblijven,afblijven,afblijven,afblijven,CORRECTLY_READ,0,0,S03C033M2_3+4LG,TN
kabouter,kawouder,kabouter,kabouter,kawouder,CORRECTLY_READ,0,1,S03C033M2_3+4LG,FP
washandje,was hand*oen,was*handj*e*,was*hand***********je,was handoen waanietje,29,1,1,S03C033M2_3+4LG,TP
sneeuwwitje,waanietje sneritje,s**nee**u*ww**itje,sneeuwwitje,sne**r*itje,CORRECTLY_READ,0,1,S03C033M2_3+4LG,FP
goeiendag,go**endeg,goeiendag,goeiendag,goe**ndeg,CORRECTLY_READ,0,1,S03C033M2_3+4LG,FP
vakantie,vakantie,vakantie,vakantie,vakantie,CORRECTLY_READ,0,0,S03C033M2_3+4LG,TN
limonade,limonade,limonade,limonad**e*,limonade en,CORRECTLY_READ,0,0,S03C033M2_3+4LG,TN
autorijden,en hoetorijden,a***u*torijden,*autorijden,hoetorijden,CORRECTLY_READ,0,1,S03C033M2_3+4LG,FP
eindelijk,ei*derlijk,einde*lijk,einde*lijk,ei*derlijk,g/23,1,1,S03C033M2_3+4LG,TP
familie,familie,familie,familie,familie,CORRECTLY_READ,0,0,S03C033M2_3+4LG,TN
chocolade,c*ocacola**,choc**olade,c*hocolade,cocacola**,e/j,1,1,S03C033M2_3+4LG,TP
klas,*las,klas,klas,*las,CORRECTLY_READ,0,1,S03C034M2_1LG,FP
mooi,mooi,mooi,mooi,mooi,CORRECTLY_READ,0,0,S03C034M2_1LG,TN
koe,ko*,koe,koe,ko*,CORRECTLY_READ,0,1,S03C034M2_1LG,FP
arm,arm,arm,arm,arm,CORRECTLY_READ,0,0,S03C034M2_1LG,TN
groei,grooi,groei,groei,grooi,28,1,1,S03C034M2_1LG,TP
strand,strand,strand,strand,strand,CORRECTLY_READ,0,0,S03C034M2_1LG,TN
bed,bed,bed,bed,bed,CORRECTLY_READ,0,0,S03C034M2_1LG,TN
eerst,eerst,eerst,eerst,eerst,CORRECTLY_READ,0,0,S03C034M2_1LG,TN
voor,voor,voor,voor,voor,CORRECTLY_READ,0,0,S03C034M2_1LG,TN
draai,draai,draai,draai,draai,CORRECTLY_READ,0,0,S03C034M2_1LG,TN
sjaal,stiaal,sj*aal,sj*aal,stiaal,CORRECTLY_READ,0,1,S03C034M2_1LG,FP
herfst,herft erft,herfs****t,herf****st,herft erft,CORRECTLY_READ,0,1,S03C034M2_1LG,FP
duur,duur,duur,duur,duur,CORRECTLY_READ,0,0,S03C034M2_1LG,TN
straat,stranstraat,stra****a*t,*****straat,stranstraat,CORRECTLY_READ,0,0,S03C034M2_1LG,TN
leeuw,l*euw,leeuw,leeuw**,le*uw o,CORRECTLY_READ,0,1,S03C034M2_1LG,FP
clown,o klo**i,**clown*,clo*wn,kloi**,CORRECTLY_READ,0,1,S03C034M2_1LG,FP
hoek,hoek,hoek,hoek,hoek,CORRECTLY_READ,0,0,S03C034M2_1LG,TN
krant,kran*,krant,krant,kran*,CORRECTLY_READ,0,1,S03C034M2_1LG,FP
hout,hout,hout,hout,hout,CORRECTLY_READ,0,0,S03C034M2_1LG,TN
vriend,vriend,vriend,vriend,vriend,CORRECTLY_READ,0,0,S03C034M2_1LG,TN
gauw,ga**,gauw,gauw,ga**,CORRECTLY_READ,0,1,S03C034M2_1LG,FP
chips,schips,*chips,*chips,schips,g/33,1,0,S03C034M2_1LG,FN
groen,groen,groen,groen,groen,CORRECTLY_READ,0,0,S03C034M2_1LG,TN
feest,feest,feest,feest,feest,CORRECTLY_READ,0,0,S03C034M2_1LG,TN
reis,reis,reis,reis,reis,CORRECTLY_READ,0,0,S03C034M2_1LG,TN
jas,jas,jas,jas,jas,CORRECTLY_READ,0,0,S03C034M2_1LG,TN
huis,v*af,huis,huis,va*f,CORRECTLY_READ,0,1,S03C034M2_1LG,FP
paard,p*art,paard,paard,pa*rt,CORRECTLY_READ,0,1,S03C034M2_1LG,FP
vijf,vijf,vijf,vijf,vijf,CORRECTLY_READ,0,0,S03C034M2_1LG,TN
muts,m**x,muts,muts,m*x*,CORRECTLY_READ,0,1,S03C034M2_1LG,FP
nieuw,n*egen,nie*uw,ni*euw,nege*n,CORRECTLY_READ,0,1,S03C034M2_1LG,FP
kind,*in*,kind,kind,*in*,CORRECTLY_READ,0,1,S03C034M2_1LG,FP
bang,bang,bang,bang,bang,CORRECTLY_READ,0,0,S03C034M2_1LG,TN
oog,oor,oog,oog,oor,CORRECTLY_READ,0,1,S03C034M2_1LG,FP
zacht,zacht,zacht,zacht,zacht,CORRECTLY_READ,0,0,S03C034M2_1LG,TN
schoen,schoen,schoen,schoen,schoen,CORRECTLY_READ,0,0,S03C034M2_1LG,TN
plas,*las,plas,plas,*las,CORRECTLY_READ,0,1,S03C034M2_1LG,FP
neus,neus,neus,neus,neus,CORRECTLY_READ,0,0,S03C034M2_1LG,TN
knoop,*n*op,knoop,knoop,*no*p,CORRECTLY_READ,0,1,S03C034M2_1LG,FP
plank,*lang,plank,plank,*lang,CORRECTLY_READ,0,1,S03C034M2_1LG,FP
water,water,water,water,water,CORRECTLY_READ,0,0,S03C034M2_2LG,TN
mevrouw,mevrouw,mevrouw,mevrouw,mevrouw,CORRECTLY_READ,0,0,S03C034M2_2LG,TN
drogen,drogen,drogen,drogen,drogen,CORRECTLY_READ,0,0,S03C034M2_2LG,TN
winkel,winkel,winkel,winkel,winkel,CORRECTLY_READ,0,0,S03C034M2_2LG,TN
auto,auto,auto,auto,auto,CORRECTLY_READ,0,0,S03C034M2_2LG,TN
schouder,schouders,schouder*,schouder*,schouders,CORRECTLY_READ,0,0,S03C034M2_2LG,TN
verhaal,verhaal,verhaal,verhaal,verhaal,CORRECTLY_READ,0,0,S03C034M2_2LG,TN
koning,koning,koning,koning,koning,CORRECTLY_READ,0,0,S03C034M2_2LG,TN
moeilijk,moeilijk,moeilijk,moeilijk,moeilijk,CORRECTLY_READ,0,0,S03C034M2_2LG,TN
speelplaats,speelplaats,speelplaats,speelplaats,speelplaats,CORRECTLY_READ,0,0,S03C034M2_2LG,TN
drinken,drinken,drinken,drinken,drinken,CORRECTLY_READ,0,0,S03C034M2_2LG,TN
hoofdpijn,hoofdprijs reen,hoofdp*ij*****n,hoofdp*ij*****n,hoofdprijs reen,e/j,1,1,S03C034M2_2LG,TP
regen,regen,regen,regen,regen,CORRECTLY_READ,0,0,S03C034M2_2LG,TN
vliegtuig,*lie* d*e*,vlieg*tuig,vlie*gtuig,*lie d*e**,CORRECTLY_READ,0,1,S03C034M2_2LG,FP
stoppen,stoppen,stoppen,stoppen,stoppen,CORRECTLY_READ,0,0,S03C034M2_2LG,TN
opnieuw,opnieuw,opnieuw,opnieuw,opnieuw,CORRECTLY_READ,0,0,S03C034M2_2LG,TN
gooien,gooien,gooien,gooien,gooien,CORRECTLY_READ,0,0,S03C034M2_2LG,TN
schreeuwen,s**neeuwen,schreeuwen,schreeuwen,sn**eeuwen,CORRECTLY_READ,0,1,S03C034M2_2LG,FP
moeder,moeder,moeder,moeder,moeder,CORRECTLY_READ,0,0,S03C034M2_2LG,TN
liedje,li** tio,lied*je*,li**edje,li ti**o,CORRECTLY_READ,0,1,S03C034M2_2LG,FP
potlood,potloot,potlood,potlood,potloot,CORRECTLY_READ,0,1,S03C034M2_2LG,FP
