prompt,hypothesis,prompt_aligned,prompt_aligned_rev,hypothesis_rev,reference,prompts_plus_orth,prompts_plus_hypo,id,conf_mat_val
afblijven,afblijven,afblijven,afblijven,afblijven,CORRECTLY_READ,0,0,S04C063M4_3+4LG,TN
kabouter,kabouter,kabouter,kabouter,kabouter,CORRECTLY_READ,0,0,S04C063M4_3+4LG,TN
washandje,washandje,washandje,washandje,washandje,CORRECTLY_READ,0,0,S04C063M4_3+4LG,TN
sneeuwwitje,sneeuwwitje,sneeuwwitje,sneeuwwitje,sneeuwwitje,CORRECTLY_READ,0,0,S04C063M4_3+4LG,TN
goeiendag,goeiendag,goeiendag,goeiendag,goeiendag,CORRECTLY_READ,0,0,S04C063M4_3+4LG,TN
vakantie,vakantie,vakantie,vakantie,vakantie,CORRECTLY_READ,0,0,S04C063M4_3+4LG,TN
limonade,limonade,limonade,limonade,limonade,CORRECTLY_READ,0,0,S04C063M4_3+4LG,TN
autorijden,autorijden,autorijden,autorijden,autorijden,CORRECTLY_READ,0,0,S04C063M4_3+4LG,TN
eindelijk,eindelijk,eindelijk,eindelijk,eindelijk,CORRECTLY_READ,0,0,S04C063M4_3+4LG,TN
familie,familie,familie,familie,familie,CORRECTLY_READ,0,0,S04C063M4_3+4LG,TN
chocolade,chocolade,chocolade,chocolade,chocolade,CORRECTLY_READ,0,0,S04C063M4_3+4LG,TN
klas,klas,*klas,*klas,klas,CORRECTLY_READ,0,0,S04C065M4_1LG,TN
mooi,mooi,mooi,mooi,mooi,CORRECTLY_READ,0,0,S04C065M4_1LG,TN
koe,koe,koe,koe,koe,CORRECTLY_READ,0,0,S04C065M4_1LG,TN
arm,arm,arm,arm,arm,CORRECTLY_READ,0,0,S04C065M4_1LG,TN
groei,groei,groei,groei,groei,CORRECTLY_READ,0,0,S04C065M4_1LG,TN
strand,strand,strand,strand,strand,CORRECTLY_READ,0,0,S04C065M4_1LG,TN
bed,bed,bed,bed,bed,CORRECTLY_READ,0,0,S04C065M4_1LG,TN
eerst,eerst,eerst,eerst,eerst,CORRECTLY_READ,0,0,S04C065M4_1LG,TN
voor,voor,voor,voor,voor,CORRECTLY_READ,0,0,S04C065M4_1LG,TN
draai,dr**ie,draai*,draai,drie*,CORRECTLY_READ,0,1,S04C065M4_1LG,FP
sjaal,schaal,sj*aal,s*jaal,schaal,CORRECTLY_READ,0,1,S04C065M4_1LG,FP
herfst,herfst,herfst,herfst,herfst,CORRECTLY_READ,0,0,S04C065M4_1LG,TN
duur,duur,duur,duur,duur,CORRECTLY_READ,0,0,S04C065M4_1LG,TN
straat,straat,straat,straat,straat,CORRECTLY_READ,0,0,S04C065M4_1LG,TN
leeuw,leeuw,leeuw,leeuw,leeuw,CORRECTLY_READ,0,0,S04C065M4_1LG,TN
clown,klo*on,clow*n,cl*own,kloo*n,CORRECTLY_READ,0,1,S04C065M4_1LG,FP
hoek,hoek,hoek,hoek,hoek,CORRECTLY_READ,0,0,S04C065M4_1LG,TN
krant,krant,krant,krant,krant,CORRECTLY_READ,0,0,S04C065M4_1LG,TN
hout,goud,hout,hout,goud,CORRECTLY_READ,0,1,S04C065M4_1LG,FP
vriend,vriend,vriend,vriend,vriend,CORRECTLY_READ,0,0,S04C065M4_1LG,TN
gauw,goud,gauw,gauw,goud,CORRECTLY_READ,0,1,S04C065M4_1LG,FP
chips,chips,chips,chips,chips,CORRECTLY_READ,0,0,S04C065M4_1LG,TN
groen,groen,groen,groen,groen,CORRECTLY_READ,0,0,S04C065M4_1LG,TN
feest,feest,feest,feest,feest,CORRECTLY_READ,0,0,S04C065M4_1LG,TN
reis,reis,reis,reis,reis,CORRECTLY_READ,0,0,S04C065M4_1LG,TN
jas,jas,jas,jas,jas,CORRECTLY_READ,0,0,S04C065M4_1LG,TN
huis,huis,huis,huis,huis,CORRECTLY_READ,0,0,S04C065M4_1LG,TN
paard,paard,paard,paard,paard,CORRECTLY_READ,0,0,S04C065M4_1LG,TN
vijf,vijf,vijf,vijf,vijf,CORRECTLY_READ,0,0,S04C065M4_1LG,TN
muts,muut*,mu*ts,m*uts,muut*,CORRECTLY_READ,0,1,S04C065M4_1LG,FP
nieuw,nieuw,nieuw,nieuw,nieuw,CORRECTLY_READ,0,0,S04C065M4_1LG,TN
kind,kind,kind,kind,kind,CORRECTLY_READ,0,0,S04C065M4_1LG,TN
bang,bang,bang,bang,bang,CORRECTLY_READ,0,0,S04C065M4_1LG,TN
oog,oog,oog,oog,oog,CORRECTLY_READ,0,0,S04C065M4_1LG,TN
zacht,zacht,zacht,zacht,zacht,CORRECTLY_READ,0,0,S04C065M4_1LG,TN
schoen,schoen,schoen,schoen,schoen,CORRECTLY_READ,0,0,S04C065M4_1LG,TN
plas,plas,plas,plas,plas,CORRECTLY_READ,0,0,S04C065M4_1LG,TN
neus,neus,neus,neus,neus,CORRECTLY_READ,0,0,S04C065M4_1LG,TN
knoop,knoop,knoop,knoop,knoop,CORRECTLY_READ,0,0,S04C065M4_1LG,TN
plank,plank,plank,plank,plank,CORRECTLY_READ,0,0,S04C065M4_1LG,TN
water,water,*water,*water,water,CORRECTLY_READ,0,0,S04C065M4_2LG,TN
mevrouw,mevrouw,mevrouw,mevrouw,mevrouw,CORRECTLY_READ,0,0,S04C065M4_2LG,TN
drogen,dro*og,drogen,dr*ogen,droog**,CORRECTLY_READ,0,1,S04C065M4_2LG,FP
winkel,winkel,winkel,winkel,winkel,CORRECTLY_READ,0,0,S04C065M4_2LG,TN
auto,auto,auto,auto,auto,CORRECTLY_READ,0,0,S04C065M4_2LG,TN
schouder,schouders,schouder*,schouder*,schouders,CORRECTLY_READ,0,0,S04C065M4_2LG,TN
verhaal,verhaal,verhaal,verhaal,verhaal,CORRECTLY_READ,0,0,S04C065M4_2LG,TN
koning,koning,koning,koning,koning,CORRECTLY_READ,0,0,S04C065M4_2LG,TN
moeilijk,moeilijk,moeilijk,moeilijk,moeilijk,CORRECTLY_READ,0,0,S04C065M4_2LG,TN
speelplaats,speelplaats,speelplaats,speelplaats,speelplaats,CORRECTLY_READ,0,0,S04C065M4_2LG,TN
drinken,drinken,drinken,drinken,drinken,CORRECTLY_READ,0,0,S04C065M4_2LG,TN
hoofdpijn,hoogtepijn,hoofd*pijn,hoofd*pijn,hoogtepijn,g/14,1,1,S04C065M4_2LG,TP
regen,regen,regen,regen,regen,CORRECTLY_READ,0,0,S04C065M4_2LG,TN
vliegtuig,vliegtuig,vliegtuig,vliegtuig,vliegtuig,CORRECTLY_READ,0,0,S04C065M4_2LG,TN
stoppen,stoppen,stoppen,stoppen,stoppen,CORRECTLY_READ,0,0,S04C065M4_2LG,TN
opnieuw,opnieuw,opnieuw,opnieuw,opnieuw,CORRECTLY_READ,0,0,S04C065M4_2LG,TN
gooien,gooien,gooien,gooien,gooien,CORRECTLY_READ,0,0,S04C065M4_2LG,TN
schreeuwen,s**neeuwen,schreeuwen,schreeuwen,sn**eeuwen,CORRECTLY_READ,0,1,S04C065M4_2LG,FP
moeder,moeder,moeder,moeder,moeder,CORRECTLY_READ,0,0,S04C065M4_2LG,TN
liedje,liedje,liedje,liedje,liedje,CORRECTLY_READ,0,0,S04C065M4_2LG,TN
potlood,potlood,potlood,potlood,potlood,CORRECTLY_READ,0,0,S04C065M4_2LG,TN
fietsbel,fietsbel,fietsbel,fietsbel,fietsbel,CORRECTLY_READ,0,0,S04C065M4_2LG,TN
vinger,vinger,vinger,vinger,vinger,CORRECTLY_READ,0,0,S04C065M4_2LG,TN
dichtbij,dichtbij,dichtbij,dichtbij,dichtbij,CORRECTLY_READ,0,0,S04C065M4_2LG,TN
meisje,meisje,meisje,meisje,meisje,CORRECTLY_READ,0,0,S04C065M4_2LG,TN
chauffeur,chauffeur,chauffeur,chauffeur,chauffeur,CORRECTLY_READ,0,0,S04C065M4_2LG,TN
muziek,muziek,muziek,muziek,muziek,CORRECTLY_READ,0,0,S04C065M4_2LG,TN
waarom,waarom,waarom,waarom,waarom,CORRECTLY_READ,0,0,S04C065M4_2LG,TN
scheuren,scheuren,scheuren,scheuren,scheuren,CORRECTLY_READ,0,0,S04C065M4_2LG,TN
lawaai,lawaai,lawaai,lawaai,lawaai,CORRECTLY_READ,0,0,S04C065M4_2LG,TN
zwemmen,zwemmen,zwemmen,zwemmen,zwemmen,CORRECTLY_READ,0,0,S04C065M4_2LG,TN
vuurwerk,vuurwerk,vuurwerk,vuurwerk,vuurwerk,CORRECTLY_READ,0,0,S04C065M4_2LG,TN
appel,appel,appel,appel,appel,CORRECTLY_READ,0,0,S04C065M4_2LG,TN
cola,cola,cola,cola,cola,CORRECTLY_READ,0,0,S04C065M4_2LG,TN
kussen,kussen,kussen,kussen,kussen,CORRECTLY_READ,0,0,S04C065M4_2LG,TN
eerste,eerste,eerste,eerste,eerste,CORRECTLY_READ,0,0,S04C065M4_2LG,TN
circus,circus,circus,circus,circus,CORRECTLY_READ,0,0,S04C065M4_2LG,TN
kleuren,kleuren,kleuren,kleuren,kleuren,CORRECTLY_READ,0,0,S04C065M4_2LG,TN
voetbal,voetbal,voetbal,voetbal,voetbal,CORRECTLY_READ,0,0,S04C065M4_2LG,TN
vlinder,vli*egen,vlin*der,vli*nder,vlieg*en,CORRECTLY_READ,0,1,S04C065M4_2LG,FP
omdraaien,omdraaien,*omdraaien,*omdraaien,omdraaien,CORRECTLY_READ,0,0,S04C065M4_3+4LG,TN
poppenwagen,poppenwagen,poppenwagen,poppenwagen,poppenwagen,CORRECTLY_READ,0,0,S04C065M4_3+4LG,TN
konijnenhok,konijnenhok,konijnenhok,konijnenhok,konijnenhok,CORRECTLY_READ,0,0,S04C065M4_3+4LG,TN
elastiekje,elastiekje,elastiekje,elastiekje,elastiekje,CORRECTLY_READ,0,0,S04C065M4_3+4LG,TN
ruziemaken,ruzie maken,ruzie*maken,ruzie*maken,ruzie maken,CORRECTLY_READ,0,1,S04C065M4_3+4LG,FP
teddybeer,teddybeer,teddybeer,teddybeer,teddybeer,CORRECTLY_READ,0,0,S04C065M4_3+4LG,TN
dierentuin,dierentuin,dierentuin,dierentuin,dierentuin,CORRECTLY_READ,0,0,S04C065M4_3+4LG,TN
paddenstoelen,paddenstoelen,paddenstoelen,paddenstoelen,paddenstoelen,CORRECTLY_READ,0,0,S04C065M4_3+4LG,TN
verstoppetje,verstoppertje,verstoppe*tje,verstoppe*tje,verstoppertje,CORRECTLY_READ,0,1,S04C065M4_3+4LG,FP
wasmachine,wasmachine,wasmachine,wasmachine,wasmachine,CORRECTLY_READ,0,0,S04C065M4_3+4LG,TN
fototoestel,fototoestel,fototoestel,fototoestel,fototoestel,CORRECTLY_READ,0,0,S04C065M4_3+4LG,TN
toiletpapier,toiletpapier,toiletpapier,toiletpapier,toiletpapier,CORRECTLY_READ,0,0,S04C065M4_3+4LG,TN
vrachtwagen,vrachtwagen,vrachtwagen,vrachtwagen,vrachtwagen,CORRECTLY_READ,0,0,S04C065M4_3+4LG,TN
buurmannen,buurmannen,buurmannen,buurmannen,buurmannen,CORRECTLY_READ,0,0,S04C065M4_3+4LG,TN
vogelkooi,vogelkooi,vogelkooi,vogelkooi,vogelkooi,CORRECTLY_READ,0,0,S04C065M4_3+4LG,TN
olifant,olifant,olifant,olifant,olifant,CORRECTLY_READ,0,0,S04C065M4_3+4LG,TN
schommelen,schommelen,schommelen,schommelen,schommelen,c,1,0,S04C065M4_3+4LG,FN
iedereen,iedereen,iedereen,iedereen,iedereen,CORRECTLY_READ,0,0,S04C065M4_3+4LG,TN
schoenenwinkel,schoenenwinkel,schoenenwinkel,schoenenwinkel,schoenenwinkel,CORRECTLY_READ,0,0,S04C065M4_3+4LG,TN
knutselen,knutselen,knutselen,knutselen,knutselen,CORRECTLY_READ,0,0,S04C065M4_3+4LG,TN
ophangen,ophangen,ophangen,ophangen,ophangen,CORRECTLY_READ,0,0,S04C065M4_3+4LG,TN
verjaardag,verjaardag,verjaardag,verjaardag,verjaardag,CORRECTLY_READ,0,0,S04C065M4_3+4LG,TN
sprookjesboek,sprookjesboek,sprookjesboek,sprookjesboek,sprookjesboek,CORRECTLY_READ,0,0,S04C065M4_3+4LG,TN
tandenborstel,tandenborstel,tandenborstel,tandenborstel,tandenborstel,CORRECTLY_READ,0,0,S04C065M4_3+4LG,TN
lucifer,lucifer,lucifer,lucifer,lucifer,CORRECTLY_READ,0,0,S04C065M4_3+4LG,TN
slaapkamer,slaapkamer,slaapkamer,slaapkamer,slaapkamer,CORRECTLY_READ,0,0,S04C065M4_3+4LG,TN
achterdeur,achterdeur,achterdeur,achterdeur,achterdeur,CORRECTLY_READ,0,0,S04C065M4_3+4LG,TN
ziekenhuis,ziekenhuis,ziekenhuis,ziekenhuis,ziekenhuis,CORRECTLY_READ,0,0,S04C065M4_3+4LG,TN
nieuwsgierig,nieuwsgierig,nieuwsgierig,nieuwsgierig,nieuwsgierig,CORRECTLY_READ,0,0,S04C065M4_3+4LG,TN
afblijven,afblijven,afblijven,afblijven,afblijven,CORRECTLY_READ,0,0,S04C065M4_3+4LG,TN
kabouter,kabouter,kabouter,kabouter,kabouter,CORRECTLY_READ,0,0,S04C065M4_3+4LG,TN
washandje,washandje,washandje,washandje,washandje,CORRECTLY_READ,0,0,S04C065M4_3+4LG,TN
sneeuwwitje,sneeuwwitje,sneeuwwitje,sneeuwwitje,sneeuwwitje,CORRECTLY_READ,0,0,S04C065M4_3+4LG,TN
goeiendag,goeiendag,goeiendag,goeiendag,goeiendag,CORRECTLY_READ,0,0,S04C065M4_3+4LG,TN
vakantie,vakantie,vakantie,vakantie,vakantie,CORRECTLY_READ,0,0,S04C065M4_3+4LG,TN
limonade,limonade,limonade,limonade,limonade,CORRECTLY_READ,0,0,S04C065M4_3+4LG,TN
autorijden,autorijden,autorijden,autorijden,autorijden,c,1,0,S04C065M4_3+4LG,FN
eindelijk,eindelijk,eindelijk,eindelijk,eindelijk,CORRECTLY_READ,0,0,S04C065M4_3+4LG,TN
familie,familie,familie,familie**********,familie coca cola,CORRECTLY_READ,0,0,S04C065M4_3+4LG,TN
chocolade,coca cola chocolade,c**********hocolade,chocolade,chocolade,CORRECTLY_READ,0,0,S04C065M4_3+4LG,TN
klas,klas,*klas,*klas,klas,CORRECTLY_READ,0,0,S04C066V4_1LG,TN
mooi,mooi,mooi,mooi,mooi,CORRECTLY_READ,0,0,S04C066V4_1LG,TN
koe,koel,koe*,koe*,koel,CORRECTLY_READ,0,0,S04C066V4_1LG,TN
arm,arm,arm,arm,arm,CORRECTLY_READ,0,0,S04C066V4_1LG,TN
groei,*roei,groei,groei,*roei,CORRECTLY_READ,0,1,S04C066V4_1LG,FP
strand,strand,strand,strand,strand,CORRECTLY_READ,0,0,S04C066V4_1LG,TN
bed,bed,bed,bed,bed,CORRECTLY_READ,0,0,S04C066V4_1LG,TN
eerst,eerst,eerst,eerst,eerst,CORRECTLY_READ,0,0,S04C066V4_1LG,TN
voor,voor,voor,voor,voor,CORRECTLY_READ,0,0,S04C066V4_1LG,TN
draai,draai,draai,draai,draai,CORRECTLY_READ,0,0,S04C066V4_1LG,TN
sjaal,schaal,sj*aal,s*jaal,schaal,CORRECTLY_READ,0,1,S04C066V4_1LG,FP
herfst,herfst,herfst,herfst,herfst,CORRECTLY_READ,0,0,S04C066V4_1LG,TN
duur,duur,duur,duur,duur,CORRECTLY_READ,0,0,S04C066V4_1LG,TN
straat,straat,straat,straat,straat,CORRECTLY_READ,0,0,S04C066V4_1LG,TN
leeuw,leeuw,leeuw,leeuw,leeuw,CORRECTLY_READ,0,0,S04C066V4_1LG,TN
clown,klauw*,clo*wn,cl*own,klauw*,CORRECTLY_READ,0,1,S04C066V4_1LG,FP
hoek,hoek,hoek,hoek,hoek,CORRECTLY_READ,0,0,S04C066V4_1LG,TN
krant,krant,krant,krant,krant,CORRECTLY_READ,0,0,S04C066V4_1LG,TN
hout,hout,hout,hout,hout,CORRECTLY_READ,0,0,S04C066V4_1LG,TN
vriend,vriend,vriend,vriend,vriend,CORRECTLY_READ,0,0,S04C066V4_1LG,TN
gauw,goud,gauw,gauw,goud,CORRECTLY_READ,0,1,S04C066V4_1LG,FP
chips,chips,chips,chips,chips,CORRECTLY_READ,0,0,S04C066V4_1LG,TN
groen,groen,groen,groen,groen,CORRECTLY_READ,0,0,S04C066V4_1LG,TN
feest,feest,feest,feest,feest,CORRECTLY_READ,0,0,S04C066V4_1LG,TN
reis,r*ijst,rei*s*,rei*s*,r*ijst,CORRECTLY_READ,0,1,S04C066V4_1LG,FP
jas,jas,jas,jas,jas,CORRECTLY_READ,0,0,S04C066V4_1LG,TN
huis,huis,huis,huis,huis,CORRECTLY_READ,0,0,S04C066V4_1LG,TN
paard,paard,paard,paard,paard,CORRECTLY_READ,0,0,S04C066V4_1LG,TN
vijf,vijf,vijf,vijf,vijf,CORRECTLY_READ,0,0,S04C066V4_1LG,TN
muts,mu*is,mut*s,mu*ts,mui*s,CORRECTLY_READ,0,1,S04C066V4_1LG,FP
nieuw,nieuw,nieuw,nieuw,nieuw,CORRECTLY_READ,0,0,S04C066V4_1LG,TN
kind,kind,kind,kind,kind,CORRECTLY_READ,0,0,S04C066V4_1LG,TN
bang,bang,bang,bang,bang,CORRECTLY_READ,0,0,S04C066V4_1LG,TN
oog,oog,oog,oog,oog,CORRECTLY_READ,0,0,S04C066V4_1LG,TN
zacht,zacht,zacht,zacht,zacht,CORRECTLY_READ,0,0,S04C066V4_1LG,TN
schoen,schoen,schoen,schoen,schoen,CORRECTLY_READ,0,0,S04C066V4_1LG,TN
plas,**as,plas,plas,**as,CORRECTLY_READ,0,1,S04C066V4_1LG,FP
neus,neus,neus,neus,neus,CORRECTLY_READ,0,0,S04C066V4_1LG,TN
knoop,kn*op,knoop,knoop,kno*p,CORRECTLY_READ,0,1,S04C066V4_1LG,FP
plank,plank,plank,plank,plank,CORRECTLY_READ,0,0,S04C066V4_1LG,TN
water,water,*water,*water,water,CORRECTLY_READ,0,0,S04C066V4_2LG,TN
mevrouw,mevrouw,mevrouw,mevrouw,mevrouw,CORRECTLY_READ,0,0,S04C066V4_2LG,TN
drogen,drogen,drogen,drogen,drogen,CORRECTLY_READ,0,0,S04C066V4_2LG,TN
winkel,winkel,winkel,winkel,winkel,CORRECTLY_READ,0,0,S04C066V4_2LG,TN
auto,auto,auto,auto,auto,CORRECTLY_READ,0,0,S04C066V4_2LG,TN
schouder,schouders,schouder*,schouder*,schouders,CORRECTLY_READ,0,0,S04C066V4_2LG,TN
verhaal,verhaal,verhaal,verhaal,verhaal,CORRECTLY_READ,0,0,S04C066V4_2LG,TN
koning,koning,koning,koning,koning,CORRECTLY_READ,0,0,S04C066V4_2LG,TN
moeilijk,moeilijk,moeilijk,moeilijk,moeilijk,CORRECTLY_READ,0,0,S04C066V4_2LG,TN
speelplaats,speelplaats,speelplaats,speelplaats,speelplaats,CORRECTLY_READ,0,0,S04C066V4_2LG,TN
drinken,drinken,drinken,drinken,drinken,CORRECTLY_READ,0,0,S04C066V4_2LG,TN
hoofdpijn,hoofdpijn,hoofdpijn,hoofdpijn,hoofdpijn,CORRECTLY_READ,0,0,S04C066V4_2LG,TN
regen,regen,regen,regen,regen,CORRECTLY_READ,0,0,S04C066V4_2LG,TN
vliegtuig,vliegtuig,vliegtuig,vliegtuig,vliegtuig,CORRECTLY_READ,0,0,S04C066V4_2LG,TN
stoppen,stoppen,stoppen,stoppen,stoppen,CORRECTLY_READ,0,0,S04C066V4_2LG,TN
opnieuw,opnieuw,opnieuw,opnieuw,opnieuw,CORRECTLY_READ,0,0,S04C066V4_2LG,TN
gooien,gooien,gooien,gooien,gooien,CORRECTLY_READ,0,0,S04C066V4_2LG,TN
schreeuwen,s**neeuwen,schreeuwen,schreeuwen,sn**eeuwen,CORRECTLY_READ,0,1,S04C066V4_2LG,FP
moeder,moeder,moeder,moeder,moeder,CORRECTLY_READ,0,0,S04C066V4_2LG,TN
liedje,liedje,liedje,liedje,liedje,CORRECTLY_READ,0,0,S04C066V4_2LG,TN
potlood,potlood,potlood,potlood,potlood,CORRECTLY_READ,0,0,S04C066V4_2LG,TN
fietsbel,fietspel,fietsbel,fietsbel,fietspel,CORRECTLY_READ,0,1,S04C066V4_2LG,FP
vinger,vinger,vinger,vinger,vinger,CORRECTLY_READ,0,0,S04C066V4_2LG,TN
dichtbij,dichtbij,dichtbij,dichtbij,dichtbij,CORRECTLY_READ,0,0,S04C066V4_2LG,TN
meisje,meisje,meisje,meisje,meisje,CORRECTLY_READ,0,0,S04C066V4_2LG,TN
chauffeur,chauffeur,chauffeur,chauffeur,chauffeur,CORRECTLY_READ,0,0,S04C066V4_2LG,TN
muziek,muziek,muziek,muziek,muziek,CORRECTLY_READ,0,0,S04C066V4_2LG,TN
waarom,waarom,waarom,waarom,waarom,CORRECTLY_READ,0,0,S04C066V4_2LG,TN
scheuren,scheuren,scheuren,scheuren,scheuren,CORRECTLY_READ,0,0,S04C066V4_2LG,TN
lawaai,lawaai,lawaai,lawaai,lawaai,CORRECTLY_READ,0,0,S04C066V4_2LG,TN
zwemmen,zwemmen,zwemmen,zwemmen,zwemmen,CORRECTLY_READ,0,0,S04C066V4_2LG,TN
vuurwerk,vuurwerk,vuurwerk,vuurwerk,vuurwerk,CORRECTLY_READ,0,0,S04C066V4_2LG,TN
appel,appel,appel,appel,appel,CORRECTLY_READ,0,0,S04C066V4_2LG,TN
cola,cola,cola,cola,cola,CORRECTLY_READ,0,0,S04C066V4_2LG,TN
kussen,kussen,kussen,kussen,kussen,CORRECTLY_READ,0,0,S04C066V4_2LG,TN
eerste,eerste,eerste,eerste,eerste,CORRECTLY_READ,0,0,S04C066V4_2LG,TN
circus,circus,circus,circus,circus,CORRECTLY_READ,0,0,S04C066V4_2LG,TN
kleuren,kleuren,kleuren,kleuren,kleuren,CORRECTLY_READ,0,0,S04C066V4_2LG,TN
voetbal,voetbal,voetbal,voetbal,voetbal,CORRECTLY_READ,0,0,S04C066V4_2LG,TN
vlinder,vlinder,vlinder,vlinder,vlinder,CORRECTLY_READ,0,0,S04C066V4_2LG,TN
omdraaien,omdraaien,*omdraaien,*omdraaien,omdraaien,CORRECTLY_READ,0,0,S04C066V4_3+4LG,TN
poppenwagen,poppenwagen,poppenwagen,poppenwagen,poppenwagen,CORRECTLY_READ,0,0,S04C066V4_3+4LG,TN
konijnenhok,konijnenhok,konijnenhok,konijnenhok,konijnenhok,CORRECTLY_READ,0,0,S04C066V4_3+4LG,TN
elastiekje,elastiekje,elastiekje,elastiekje,elastiekje,CORRECTLY_READ,0,0,S04C066V4_3+4LG,TN
ruziemaken,ruzie maken,ruzie*maken,ruzie*maken,ruzie maken,CORRECTLY_READ,0,1,S04C066V4_3+4LG,FP
teddybeer,teddybeer,teddybeer,teddybeer,teddybeer,CORRECTLY_READ,0,0,S04C066V4_3+4LG,TN
dierentuin,dierentuin,dierentuin,dierentuin,dierentuin,CORRECTLY_READ,0,0,S04C066V4_3+4LG,TN
paddenstoelen,paddenstoelen,paddenstoelen,paddenstoelen,paddenstoelen,CORRECTLY_READ,0,0,S04C066V4_3+4LG,TN
verstoppetje,verstoppertje,verstoppe*tje,verstoppe*tje,verstoppertje,CORRECTLY_READ,0,1,S04C066V4_3+4LG,FP
wasmachine,wasmachine,wasmachine,wasmachine,wasmachine,CORRECTLY_READ,0,0,S04C066V4_3+4LG,TN
fototoestel,fototoestel,fototoestel,fototoestel,fototoestel,CORRECTLY_READ,0,0,S04C066V4_3+4LG,TN
toiletpapier,toiletpapier,toiletpapier,toiletpapier,toiletpapier,CORRECTLY_READ,0,0,S04C066V4_3+4LG,TN
vrachtwagen,vrachtwagen,vrachtwagen,vrachtwagen,vrachtwagen,CORRECTLY_READ,0,0,S04C066V4_3+4LG,TN
buurmannen,buurmannen,buurmannen,buurmannen,buurmannen,CORRECTLY_READ,0,0,S04C066V4_3+4LG,TN
vogelkooi,vogelkooi,vogelkooi,vogelkooi,vogelkooi,CORRECTLY_READ,0,0,S04C066V4_3+4LG,TN
olifant,olifant,olifant,olifant,olifant,CORRECTLY_READ,0,0,S04C066V4_3+4LG,TN
schommelen,schommelen,schommelen,schommelen,schommelen,CORRECTLY_READ,0,0,S04C066V4_3+4LG,TN
iedereen,iedereen,iedereen,iedereen,iedereen,CORRECTLY_READ,0,0,S04C066V4_3+4LG,TN
schoenenwinkel,schoenenwinkel,schoenenwinkel,schoenenwinkel,schoenenwinkel,CORRECTLY_READ,0,0,S04C066V4_3+4LG,TN
knutselen,knutselen,knutselen,knutselen,knutselen,CORRECTLY_READ,0,0,S04C066V4_3+4LG,TN
ophangen,ophangen,ophangen,ophangen,ophangen,CORRECTLY_READ,0,0,S04C066V4_3+4LG,TN
verjaardag,verjaardag,verjaardag,verjaardag,verjaardag,CORRECTLY_READ,0,0,S04C066V4_3+4LG,TN
sprookjesboek,sprookjesboek,sprookjesboek,sprookjesboek,sprookjesboek,CORRECTLY_READ,0,0,S04C066V4_3+4LG,TN
tandenborstel,tandenborstel,tandenborstel,tandenborstel,tandenborstel,CORRECTLY_READ,0,0,S04C066V4_3+4LG,TN
lucifer,lucifer,lucifer,lucifer,lucifer,CORRECTLY_READ,0,0,S04C066V4_3+4LG,TN
slaapkamer,slaapkamer,slaapkamer,slaapkamer,slaapkamer,CORRECTLY_READ,0,0,S04C066V4_3+4LG,TN
achterdeur,achterdeur,achterdeur,achterdeur,achterdeur,CORRECTLY_READ,0,0,S04C066V4_3+4LG,TN
ziekenhuis,ziekenhuis,ziekenhuis,ziekenhuis,ziekenhuis,CORRECTLY_READ,0,0,S04C066V4_3+4LG,TN
nieuwsgierig,nieuwsgier**,nieuwsgierig,nieuwsgierig,nieuwsgier**,g/26,1,1,S04C066V4_3+4LG,TP
afblijven,afblijven,afblijven,afblijven,afblijven,CORRECTLY_READ,0,0,S04C066V4_3+4LG,TN
kabouter,kabouter,kabouter,kabouter,kabouter,CORRECTLY_READ,0,0,S04C066V4_3+4LG,TN
washandje,wassantje,washandje,washandje,wassantje,CORRECTLY_READ,0,1,S04C066V4_3+4LG,FP
sneeuwwitje,sneeu*witje,sneeuwwitje,sneeuwwitje,sneeuw*itje,CORRECTLY_READ,0,1,S04C066V4_3+4LG,FP
goeiendag,goeiendag,goeiendag,goeiendag,goeiendag,CORRECTLY_READ,0,0,S04C066V4_3+4LG,TN
vakantie,vakantie,vakantie,vakantie,vakantie,CORRECTLY_READ,0,0,S04C066V4_3+4LG,TN
limonade,limonade,limonade,limonade,limonade,CORRECTLY_READ,0,0,S04C066V4_3+4LG,TN
autorijden,autorijden,autorijden,autorijden,autorijden,CORRECTLY_READ,0,0,S04C066V4_3+4LG,TN
eindelijk,eindelijk,eindelijk,eindelijk,eindelijk,CORRECTLY_READ,0,0,S04C066V4_3+4LG,TN
familie,familie,familie,familie,familie,CORRECTLY_READ,0,0,S04C066V4_3+4LG,TN
chocolade,chocolade,chocolade,chocolade,chocolade,CORRECTLY_READ,0,0,S04C066V4_3+4LG,TN
klas,klas,*klas,*klas,klas,CORRECTLY_READ,0,0,S04C067V4_1LG,TN
mooi,mooi,mooi,mooi,mooi,CORRECTLY_READ,0,0,S04C067V4_1LG,TN
koe,koer,koe*,koe*,koer,CORRECTLY_READ,0,0,S04C067V4_1LG,TN
arm,arm,arm,arm,arm,CORRECTLY_READ,0,0,S04C067V4_1LG,TN
groei,groei,groei,groei,groei,CORRECTLY_READ,0,0,S04C067V4_1LG,TN
strand,strand,strand,strand,strand,CORRECTLY_READ,0,0,S04C067V4_1LG,TN
bed,bed,bed,bed,bed,CORRECTLY_READ,0,0,S04C067V4_1LG,TN
eerst,eerst,eerst,eerst,eerst,CORRECTLY_READ,0,0,S04C067V4_1LG,TN
